Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0."
I7598,I7598,LL25,tooth,2019,OlaldeScience2019,Direct: IntCal20,5411,69,"3622-3375 calBCE (4710±22 BP, MAMS-16346)",..,Spain_MLN,"Alicante, Alcoi, Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.420707,377646,206750,M,n/a (no relatives detected),..,..,31.2,U5b3,"[0.982,0.997]",0.073,0.425,ds.half,S7598.E1.L1,PASS,..
I7600,I7600,"LL12, S-EVA 22879",tooth,2019,OlaldeScience2019,"Context: From other dated individuals at the site (I7595, I7594, I7599, I7601, I7598)",5625,188,4000-3350 BCE,..,Spain_MLN,"Alicante, Alcoi, Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.335074,317531,170440,F,n/a (no relatives detected),n/a (female),n/a (female),30.3,K1a2a,"[0.981,0.996]",0.058,0.011,ds.half,S7600.E1.L1,PASS,..
I7601,I7601,"LL10, S-EVA 22877",tooth,2019,OlaldeScience2019,Direct: IntCal20,5527,37,"3644-3528 calBCE (4810±22 BP, MAMS-16354)",..,Spain_MLN,"Alicante, Alcoi, Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.161148,171778,91982,M,n/a (no relatives detected),..,..,21.1,X2b+226,"[0.965,0.988]",0.069,0.426,ds.half,S7601.E1.L1,PASS,..
I7602,I7602,Mandubi Zelaia-13G-12.15 (x.4; y.74; Z.151),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,5050,231,3500-2700 BCE,..,Spain_MLN,Mandubi Zelaia,Spain,43.085823,-2.251197,Repulldown on 3.2M snpset,1240K,1,0.931627,606534,323234,M,"Spain, Mandubi Zelaia Family A (2 members) (I7602-I7605 are 2nd or 3rd degree relatives)",..,..,47.3,J1c1,"[0.989,0.999]",0.125,0.415,ds.half,S7602.E1.L1,PASS,..
I7603,I7603,Mandubi Zelaia-13G-12.9 (x.10; y74;z.152),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,5050,231,3500-2700 BCE,..,Spain_MLN,Mandubi Zelaia,Spain,43.085823,-2.251197,Repulldown on 3.2M snpset,1240K,1,0.860499,552893,298722,M,n/a (no relatives detected),..,..,37.7,K1a2b,"[0.975,0.993]",0.09,0.438,ds.half,S7603.E1.L1,PASS,..
I7604,I7604,Mandubi Zelaia-13G-14.5,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,5050,231,3500-2700 BCE,..,Spain_MLN,Mandubi Zelaia,Spain,43.085823,-2.251197,Repulldown on 3.2M snpset,1240K,1,1.191627,685040,367266,M,n/a (no relatives detected),..,..,29.7,H1ak,"[0.971,0.995]",0.094,0.42,ds.half,S7604.E1.L1,PASS,"Xcontam=[0.007,0.02]"
I7605,I7605,Mandubi Zelaia-13G-15.4 (x.32; y.9; z.158),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,5050,231,3500-2700 BCE,..,Spain_MLN,Mandubi Zelaia,Spain,43.085823,-2.251197,Repulldown on 3.2M snpset,1240K,1,0.428036,371686,199555,M,"Spain, Mandubi Zelaia Family A (2 members) (I7602-I7605 are 2nd or 3rd degree relatives)",..,..,13.6,H3,"[0.972,1.000]",0.094,0.435,ds.half,S7605.E1.L1,PASS,..
I7606,I7606,Mandubi Zelaia-13H-16.37,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,5050,231,3500-2700 BCE,..,Spain_MLN,Mandubi Zelaia,Spain,43.085823,-2.251197,Repulldown on 3.2M snpset,1240K,1,3.056932,814536,448807,M,n/a (no relatives detected),..,..,85.7,U5b1+16189+@16192,"[0.980,0.992]",0.068,0.421,ds.half,S7606.E1.L1,PASS,..
I7642,I7642,LL27,tooth,2019,OlaldeScience2019,Direct: IntCal20,4809,50,"2909-2706 calBCE (4240±23 BP, MAMS-16338)",..,Spain_MLN,"Valencian Community, Alacant/Alicante, Alcoi, Les Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.906329,608960,327449,M,n/a (no relatives detected),..,..,30.2,J2b1a,"[0.961,0.985]",0.064,0.424,ds.half,S7642.E1.L1,PASS,..
I7643,I7643,"LL3, S-EVA 22872",tooth,2019,OlaldeScience2019,Direct: IntCal20,5803,63,"3952-3713 calBCE (5040±33 BP, MAMS-16344)",..,Spain_MLN,"Valencian Community, Alacant/Alicante, Alcoi, Les Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.138472,148529,79245,M,n/a (no relatives detected),..,..,27.2,K1a1b1,"[0.988,0.999]",0.065,0.42,ds.half,S7643.E1.L1,PASS,..
I7644,I7644,LL4,tooth,2019,OlaldeScience2019,Direct: IntCal20,5521,48,"3635-3386 calBCE (4760±22 BP, MAMS-16353)",..,Spain_MLN,"Valencian Community, Alacant/Alicante, Alcoi, Les Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.355377,337454,179699,M,n/a (no relatives detected),..,..,0.708,n/a (<2x),n/a (<2x),0.062,0.424,ds.half,S7644.E1.L1,PASS,..
I7645,I7645,"LL5, S-EVA 22874",tooth,2019,OlaldeScience2019,Direct: IntCal20,5845,61,"3981-3804 calBCE (5120±25 BP, MAMS-16340)",..,Spain_MLN,"Valencian Community, Alacant/Alicante, Alcoi, Les Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.028574,32778,17342,M,n/a (no relatives detected),..,..,7.09,HV0d,"[0.933,0.975]",0.062,0.409,ds.half,S7645.E1.L1,PASS,"mtcontam=[0.933,0.975]"
I7646,I7646,"LL7, S-EVA 22875",tooth,2019,OlaldeScience2019,Direct: IntCal20,5613,33,"3711-3540 calBCE (4880±28 BP, MAMS-16339)",..,Spain_MLN,"Valencian Community, Alacant/Alicante, Alcoi, Les Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.124738,135226,73065,F,n/a (no relatives detected),n/a (female),n/a (female),21.2,H1e1c,"[0.980,0.998]",0.079,0.016,ds.half,S7646.E1.L1,PASS,..
I7647,I7647,"LL9, S-EVA 22876",tooth,2019,OlaldeScience2019,Direct: IntCal20,5945,31,"4045-3955 calBCE (5180±24 BP, MAMS-16335)",..,Spain_MLN,"Valencian Community, Alacant/Alicante, Alcoi, Les Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.020102,23296,12610,M,n/a (no relatives detected),..,..,5.73,K1b1a,"[0.940,0.967]",0.041,0.419,ds.half,S7647.E1.L1,PASS,"damage.ds.half=0.041, mtcontam=[0.94,0.967]"
I8134,I8134,CH-08-C17A-UE1709-E4,petrous,2019,OlaldeScience2019,"Context: Layer dates of 3952-3657 calBCE (5020±50 BP, CNA-360), 4585-4361 calBCE (5650±40 BP, CNA-664), 4652-4362 calBCE [5665±50 BP, CNA-833) on individuals from same site calibrated by IntCal20",6100,318,4700-3600 BCE,..,Spain_MLN,"Cádiz, San Fernando, Campo de Hockey",Spain,36.445,-6.21,Repulldown on 3.2M snpset,1240K,1,1.673109,662946,359745,F,"Spain, C�diz, San Fernando, Campo de Hockey Family A (2 members) (I8134-I7679 are 2nd or 3rd degree relatives)",n/a (female),n/a (female),56,U5b3,"[0.965,0.986]",0.23,0.008,ds.half,S8134.E1.L1,PASS,..
I8567,I8567,"C.E.-1, 92.11",tooth,2019,OlaldeScience2019,Context: Archaeological - Period,5350,58,3500-3300 BCE,adult ,Spain_MLN,"Valencian Community, València/Valencia, Bocairent, La Coveta Emparetà",Spain,38.762271,-0.586981,Repulldown on 3.2M snpset,1240K,1,0.145333,156710,85222,M,n/a (no relatives detected),..,..,96.8,X2,"[0.977,0.988]",0.064,0.429,ds.half,S8567.E1.L1,PASS,..
I8568,I8568,"C.E.-2, 92-8",tooth,2019,OlaldeScience2019,Direct: IntCal20,5387,53,"3496-3355 calBCE (4615±20 BP, PSUAMS-4432)",adult ,Spain_MLN,"Valencian Community, València/Valencia, Bocairent, La Coveta Emparetà",Spain,38.762271,-0.586981,Repulldown on 3.2M snpset,1240K,1,0.481954,417941,228075,F,n/a (no relatives detected),n/a (female),n/a (female),157,X2b+226,"[0.996,1]",0.038,0.009,ds.half,S8568.E1.L1,PASS,damage.ds.half=0.038
I7595,I7595,"LL11, S-EVA 22878",tooth,2019,OlaldeScience2019,Direct: IntCal20,5396,43,"3518-3371 calBCE (4670±23 BP, MAMS-16332)",..,Spain_MLN_1d.rel.I7594,"Alicante, Alcoi, Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.021151,24268,12996,F,"Spain, Alicante, Alcoi, Llometes Family A (2 members) (I7594 is a 1st degree relative of I7595)",n/a (female),n/a (female),22,U5b2b5,"[0.983,0.993]",0.042,0.021,ds.half,S7595.E1.L1,PASS,damage.ds.half=0.042
I7597,I7597,LL24,tooth,2019,OlaldeScience2019,"Context: From other dated individuals at the site (AMC001, AMC014)",5625,188,4000-3350 BCE,..,Spain_MLN_o_contam_lc,"Alicante, Alcoi, Llometes",Spain,38.7025,-0.48631,Repulldown on 3.2M snpset,1240K,1,0.009734,11279,6149,U,n/a (no relatives detected),n/a  (sex unknown),n/a  (sex unknown),11.7,J2b1,"[0.951,0.974]",0.016,0.227,ds.half,S7597.E1.L1,QUESTIONABLE_CRITICAL,"damage.ds.half=0.016, sexratio=0.227, mtcontam=[0.951,0.974]"
I10287,I10287,Guineu.90.Rem.Ext.4001 | Guineu.M.56.,tooth,2019,OlaldeScience2019,"Context: Date(s) from same site 2872-2502 calBCE (4110±38 BP, OxA-16881), 3096-2911 calBCE (4385±32 BP, OxA-16966), 3357-3099 calBCE (4513±30 BP, OxA-29636)",4900,260,3400-2500 BCE,..,Spain_MLN,"Barcelona, Cova de la Guineu",Spain,41.4391,1.5733,Repulldown on 3.2M snpset,1240K,1,0.991604,585016,308427,M,n/a (no relatives detected),..,..,356.130847,U2e3,"[0.985,0.999]",..,..,ds.half,S10287.E1.L1,PASS,..
I11304,I11304,Guineu.94.C5.125,tooth,2019,OlaldeScience2019,"Context: Date(s) from same site 2872-2502 calBCE (4110±38 BP, OxA-16881), 3096-2911 calBCE (4385±32 BP, OxA-16966), 3357-3099 calBCE (4513±30 BP, OxA-29636)",4900,260,3400-2500 BCE,..,Spain_MLN,"Barcelona, Cova de la Guineu",Spain,41.4391,1.5733,Repulldown on 3.2M snpset,1240K,1,0.059441,67028,34574,M,n/a (no relatives detected),..,..,38.65,U5a2+16294,"[0.969,0.992]",0.098,0.382,ds.half,S11304.E1.L1,PASS,..
I3273,I3273,3.-K11,tooth,2017,LipsonNature2017,Direct: IntCal20,5403,56,"3606-3363 calBCE (4670±40 BP, Beta-288935)",..,Spain_MLN,"Basque Country, Alava, La Chabola de la Hechicera",Spain,42.57,-2.55,Repulldown on 3.2M snpset,1240K,1,0.123,129303,68693,F,n/a (no relatives detected),n/a (female),n/a (female),..,J2a1a1,..,..,..,ds.half,S3273.E1.L1,PASS,..
I7679,I7679,CH-08-C14A-UE1402-E21,petrous,2019,OlaldeScience2019,"Context (WARNING CONSTITUENT DATES' CALIBRATION METHODOLOGY UNCLEAR; MAY NEED MARINE CALIBRATION): Layer date based on separate skeletons 3948-3708 calBCE (5020±50 BP, CNA-360); 4221-3990 calBCE (5650±40 BP, CNA-664); 4244-3983 calBCE [5665±50 BP, CNA-833)",5950,173,4300-3700 BCE,..,Spain_MLN,"Cádiz, San Fernando, Campo de Hockey",Spain,36.445,-6.21,Repulldown on 3.2M snpset,1240K,1,0.030499,34804,18416,F,"Spain, C�diz, San Fernando, Campo de Hockey Family A (2 members) (I8134-I7679 are 2nd or 3rd degree relatives)",n/a (female),n/a (female),4.56,H,"[0.943,1.000]",0.158,0.018,ds.half,S7679.E1.L1,PASS,..
I10282,I10282,GN.90.Remenat.General.n.5,Tooth,2019,OlaldeScience2019,"Context: Date(s) from same site 2872-2502 calBCE (4110±38 BP, OxA-16881), 3096-2911 calBCE (4385±32 BP, OxA-16966), 3357-3099 calBCE (4513±30 BP, OxA-29636)",4900,260,3400-2500 BCE,..,Spain_MLN_lc,"Barcelona, Cova de la Guineu",Spain,41.4391,1.5733,Repulldown on 3.2M snpset,1240K,1,0.005813,6715,3364,M,n/a (no relatives detected),..,..,..,K1a3,..,0.06,0.376,ds.half,S10282.E1.L1,PASS,..
I7160,I7160,CH-08-C15-UE1514-E16,tooth,2019,OlaldeScience2019,Direct: IntCal20,5877,68,"4042-3803 calBCE (5140±35 BP, CNA4579.1.1)",..,Spain_MLN_lc,"Andalusia, Cádiz, San Fernando, Campo de Hockey",Spain,36.445,-6.21,Repulldown on 3.2M snpset,1240K,1,0.004817,5510,2949,F,n/a (no relatives detected),n/a (female),n/a (female),2.17,T2c1d,"[0.938,1.000]",0.086,0.005,ds.half,S7160.E1.L1,PASS,..
I8145,I8145,"Cobertizo Viejo-CV2 La Zubia, sepultura 1",tooth,2019,OlaldeScience2019,Context: Archaeological - Period,550,58,1300-1500 CE,..,Spain_NazariPeriod_LateMuslim,Granada,Spain,37.1461,-3.5913,Repulldown on 3.2M snpset,1240K,1,0.039644,45929,24800,M,n/a (no relatives detected),..,..,29.8,H,"[0.995,1.000]",0.067,0.392,ds.half,S8145.E1.L1,PASS,..
I8146,I8146,"Cobertizo Viejo-CV2 La Zubia, sepultura 4",tooth,2019,OlaldeScience2019,Context: Archaeological - Period,550,58,1300-1500 CE,..,Spain_NazariPeriod_LateMuslim,Granada,Spain,37.1461,-3.5913,Repulldown on 3.2M snpset,1240K,1,0.157186,169449,91041,F,n/a (no relatives detected),n/a (female),n/a (female),120,H3a1,"[0.995,1.000]",0.062,0.015,ds.half,S8146.E1.L1,PASS,..
I8147,I8147,"Cobertizo Viejo-CV2 La Zubia, sepultura 18",tooth,2019,OlaldeScience2019,Context: Archaeological - Period,550,58,1300-1500 CE,..,Spain_NazariPeriod_LateMuslim,Granada,Spain,37.1461,-3.5913,Repulldown on 3.2M snpset,1240K,1,0.028012,32477,17748,U,n/a (no relatives detected),n/a  (sex unknown),n/a  (sex unknown),3.14,H1,"[0.902,0.999]",0.106,0.046,ds.half,S8147.E1.L1,QUESTIONABLE,sexratio=0.046
I3807,I3807,22 (Individuo 34),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,400,29,1500-1600 CE,..,Spain_NazariPeriod_Muslim,"Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta",Spain,36.9508333,-3.547222222,Repulldown on 3.2M snpset,1240K,3,0.136811,145994,78339,M,n/a (no relatives detected),..,..,301.239363,U6a,"[0.943,0.971]",..,..,"ds.half,ds.half,ds.half","S3807.E1.L1,S3807.E1.L2,S3807.E1.L3",PASS,"mtcontam=[0.943,0.971]"
I3808,I3808,23 (Individuo 2),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,400,29,1500-1600 CE,..,Spain_NazariPeriod_Muslim,"Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta",Spain,36.9508333,-3.547222222,Repulldown on 3.2M snpset,1240K,1,0.92,579539,316536,F,n/a (no relatives detected),n/a (female),n/a (female),368,H1,"[0.991,0.998]",0.047,0.01,ds.half,S3808.E1.L1,PASS,damage.ds.half=0.047
I7424,I7424,4 (Individuo 8),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,400,29,1500-1600 CE,..,Spain_NazariPeriod_Muslim,"Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta",Spain,36.9508333,-3.547222222,Repulldown on 3.2M snpset,1240K,1,0.773646,537403,292669,F,n/a (no relatives detected),n/a (female),n/a (female),116,U5b1+16189+@16192,"[0.990,0.997]",0.058,0.013,ds.half,S7424.E1.L1,PASS,..
I7425,I7425,9 (Individuo 16),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,400,29,1500-1600 CE,..,Spain_NazariPeriod_Muslim,"Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta",Spain,36.9508333,-3.547222222,Repulldown on 3.2M snpset,1240K,1,1.629846,709217,384178,F,n/a (no relatives detected),n/a (female),n/a (female),51.1,W6,"[0.988,0.998]",0.049,0.011,ds.half,S7425.E1.L1,PASS,damage.ds.half=0.049
I3810,I3810,25 (Individuo 9),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,400,29,1500-1600 CE,..,Spain_NazariPeriod_Muslim_African,"Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta",Spain,36.9508333,-3.547222222,Repulldown on 3.2M snpset,1240K,1,0.094,103017,55407,F,n/a (no relatives detected),n/a (female),n/a (female),163,L2e1,"[0.996,0.999]",0.055,0.011,ds.half,S3810.E1.L1,PASS,..
I7423,I7423,1,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,400,29,1500-1600 CE,..,Spain_NazariPeriod_Muslim_o,"Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta",Spain,36.9508333,-3.547222222,Repulldown on 3.2M snpset,1240K,1,0.090744,99860,53573,M,n/a (no relatives detected),..,..,118,H20c,"[0.997,1.000]",0.069,0.473,ds.half,S7423.E1.L1,PASS,..
I3809,I3809,24,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,400,29,1500-1600 CE,..,Spain_NazariPeriod_Muslim,"Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta",Spain,36.9508333,-3.547222222,Repulldown on 3.2M snpset,1240K,3,0.048985,56158,30258,M,n/a (no relatives detected),..,..,46.048162,U6a3b,"[0.982,0.995]",..,..,"ds.half,ds.half,ds.half","S3809.E1.L1,S3809.E1.L3,S3809.E1.L2",PASS,..
I7426,I7426,26,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,400,29,1500-1600 CE,..,Spain_NazariPeriod_Muslim_lc,"Andalusia, Granada, Mondújar (Lecrín), Nécropolis de Torna Alta",Spain,36.9508333,-3.547222222,Repulldown on 3.2M snpset,1240K,1,0.008064,9394,5001,M,n/a (no relatives detected),..,..,1.83,n/a (<2x),n/a (<2x),0.106,0.439,ds.half,S7426.E1.L1,PASS,..
I10865,I10865,10-SU-28-D1-E-37,petrous,2019,OlaldeScience2019,Context: Archaeological - Period,1800,29,100-200 CE,..,Spain_Roman_oAfrica,"Girona, Empuries, necropolis Centre de Visitants",Spain,42.1333,3.1083,Repulldown on 3.2M snpset,1240K,1,0.034951,40027,20213,M,n/a (no relatives detected),..,..,16.55,U5a1a1,"[0.966,0.998]",0.187,0.414,ds.half,S10865.E1.L1,PASS,..
I3980,I3980,6 (Individuo 221),tooth,2019,OlaldeScience2019,Direct: IntCal20,1387,25,"483-603 calCE (1520±20 BP, PSUAMS-2110)",..,Spain_Roman_oAfrica,"Andalusia, Granada, Paseíllos universitarios-Fuentenueva",Spain,37.1775,-3.609166667,Repulldown on 3.2M snpset,1240K,1,0.323,303825,162303,F,n/a (no relatives detected),n/a (female),n/a (female),112,H1e1c,"[0.986,0.995]",0.071,0.012,ds.half,S3980.E1.L1,PASS,..
I3981,I3981,7 (Individuo 234),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,1450,58,400-600 CE,..,Spain_Roman_oAfrica,"Andalusia, Granada, Paseíllos universitarios-Fuentenueva",Spain,37.1775,-3.609166667,Repulldown on 3.2M snpset,1240K,3,0.654293,517533,277034,M,n/a (no relatives detected),..,..,108.757016,T2b32,"[0.995,1]",..,..,"ds.half,ds.half,ds.half","S3981.E1.L1,S3981.E1.L3,S3981.E1.L4",PASS,..
I3982,I3982,34 (Tumba 7),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,1650,58,200-400 CE,..,Spain_Roman,"Granada, Plaza Einstein",Spain,37.1775,-3.609166667,Repulldown on 3.2M snpset,1240K,2,1.706653,810323,434398,F,n/a (no relatives detected),n/a (female),n/a (female),9.815137,HV0+195,"[0.941,0.994]",..,..,"ds.half,ds.half","S3982.E1.L1,S3982.E1.L3",PASS,..
I3983,I3983,35 (Tumba 19),tooth,2019,OlaldeScience2019,Direct: IntCal20,1550,50,"261-531 calCE (1660±25 BP, PSUAMS-2081)",..,Spain_Roman_oAfrica,"Granada, Plaza Einstein",Spain,37.1775,-3.609166667,Repulldown on 3.2M snpset,1240K,1,1.856,648604,353537,M,"Spain, Granada, Plaza Einstein Family A (2 members) (I4054-I3983 are a sibling pair)",..,..,76,H4a1c2,"[0.960,0.977]",0.315,0.441,ds.half,S3983.E1.L1,PASS,"mtcontam=[0.96,0.977]"
I4054,I4054,37 (Sondeo G2/UE217),tooth,2019,OlaldeScience2019,Context: Archaeological - Period,1650,58,200-400 CE,..,Spain_Roman_oAfrica_brother.I3983,"Granada, Plaza Einstein",Spain,37.1775,-3.609166667,Repulldown on 3.2M snpset,1240K,1,0.264,256581,137324,M,"Spain, Granada, Plaza Einstein Family A (2 members) (I4054-I3983 are a sibling pair)",..,..,98,H4a1c2,"[0.996,1.000]",0.099,0.447,ds.half,S4054.E1.L1,PASS,..
I6492,I6492,MGA'92 UE 105,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,1600,87,200-500 CE,..,Spain_Roman_lc,"Tarragona, Mas Gassol, Alcover",Spain,41.274,1.178,Repulldown on 3.2M snpset,1240K,1,0.007531,8840,4641,M,n/a (no relatives detected),..,..,32.9,T2b11,"[0.996,1.000]",0.071,0.416,ds.half,S6492.E1.L1,PASS,..
I7158,I7158,MGA'92 UE 108,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,1600,87,200-500 CE,..,Spain_Roman_lc,"Tarragona, Mas Gassol, Alcover",Spain,41.274,1.178,Repulldown on 3.2M snpset,1240K,1,0.004466,5248,2923,M,n/a (no relatives detected),..,..,5.47,T2b,"[0.920,0.980]",0.01,0.491,ds.half,S7158.E1.L1,PASS,damage.ds.half=0.01
I8338,I8338,10-SU-28-D1-E-15,Tooth,2019,OlaldeScience2019,Direct: IntCal20,1800,37,"79-213 calCE (1900±20 BP, PSUAMS-8222)",..,Spain_Roman_oAegean,"Girona, Empuries, necropolis Centre de Visitants",Spain,42.1333,3.1083,Repulldown on 3.2M snpset,1240K,1,0.039753,45557,24830,F,n/a (no relatives detected),n/a (female),n/a (female),107,HV0+195,"[0.998,1]",0.068,0.012,ds.half,S8338.E1.L1,PASS,..
I6490,I6490,MGA'92-Resta II,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,1600,87,200-500 CE,..,Spain_Roman_oLocal,"Tarragona, Mas Gassol, Alcover",Spain,41.274,1.178,Repulldown on 3.2M snpset,1240K,1,0.077837,87255,46744,F,n/a (no relatives detected),n/a (female),n/a (female),132,K1c2,"[0.996,1.000]",0.078,0.012,ds.half,S6490.E1.L1,PASS,..
I8202,I8202,02-SU-33-A4-T1077,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,1750,58,100-300 CE,..,Spain_Roman_oLocal,"Girona, Empuries, necropolis Centre de Visitants",Spain,42.1333,3.1083,Repulldown on 3.2M snpset,1240K,2,0.101544,110793,58690,M,n/a (no relatives detected),..,..,..,K2b1,..,..,..,"ds.half,ds.half","S8202.E1.L1,S8202.E1.L2",PASS,..
I8339,I8339,10-SU-28-D1-E-8,Tooth,2019,OlaldeScience2019,Direct: IntCal20,1777,28,"125-220 calCE (1870±15 BP, PSUAMS-8175)",..,Spain_Roman_oLocal,"Girona, Empuries, necropolis Centre de Visitants",Spain,42.1333,3.1083,Repulldown on 3.2M snpset,1240K,1,0.279815,269776,147325,F,n/a (no relatives detected),n/a (female),n/a (female),83.6,K1a+195,"[0.993,0.999]",0.076,0.009,ds.half,S8339.E1.L1,PASS,..
I8474,I8474,10-SU-28-D1-E-47,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,1800,29,100-200 CE,..,Spain_Roman_oLocal,"Girona, Empuries, necropolis Centre de Visitants",Spain,42.1333,3.1083,Repulldown on 3.2M snpset,1240K,1,0.040686,46654,25106,F,n/a (no relatives detected),n/a (female),n/a (female),23.4,U5a1a2b,"[0.989,1.000]",0.093,0.008,ds.half,S8474.E1.L1,PASS,..
I10866,I10866,10-SU-28-D1-E-20,petrous,2019,OlaldeScience2019,Direct: IntCal20,1947,30,"44 calBCE - 61 calCE (2005±15 BP, PSUAMS-5281)",..,Spain_Roman_oMixed,"Girona, Empuries, necropolis Centre de Visitants",Spain,42.1333,3.1083,Repulldown on 3.2M snpset,1240K,1,3.74295,798623,424167,F,n/a (no relatives detected),n/a (female),n/a (female),1053,K1b2a,"[0.974,0.991]",0.113,0.008,ds.half,S10866.E1.L1,PASS,..
I8216,I8216,10-SU-28-D1-E-35,tooth,2019,OlaldeScience2019,Direct: IntCal20,1795,35,"80-215 calCE (1895±20 BP, PSUAMS-4212)",..,Spain_Roman_oMixed,"Girona, Empuries, necropolis Centre de Visitants",Spain,42.1333,3.1083,Repulldown on 3.2M snpset,1240K,2,0.03639,41590,22242,M,n/a (no relatives detected),..,..,..,H1,..,..,..,"ds.half,ds.half","S8216.E1.L1,S8216.E1.L2",PASS,..
I8343,I8343,05-SMG-8075,Tooth,2019,OlaldeScience2019,Direct: IntCal20,1287,15,"647-676 calCE (1355±15 BP, PSUAMS-8223)",..,Spain_Roman_oMixed,"Girona, Empuries, necropolis Centre de Visitants",Spain,42.1333,3.1083,Repulldown on 3.2M snpset,1240K,1,0.081707,91641,50048,M,n/a (no relatives detected),..,..,171,J1c2c2,"[0.985,0.993]",0.066,0.422,ds.half,S8343.E1.L1,PASS,..
I8475,I8475,10-SU-28-D1-E-16,tooth,2019,OlaldeScience2019,Context: Archaeological - Period,1800,29,100-200 CE,..,Spain_Roman_oMixed,"Girona, Empuries, necropolis Centre de Visitants",Spain,42.1333,3.1083,Repulldown on 3.2M snpset,1240K,1,0.691331,550295,295093,F,n/a (no relatives detected),n/a (female),n/a (female),83.7,T2b,"[0.994,0.999]",0.062,0.009,ds.half,S8475.E1.L1,PASS,..
