Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0."
I19141,I19141,R125,petrous,..,Not published,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_R_lc,"Nubia, Kulubnarti, Cemetery R",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.014,13382,7342,M,n/a (no relatives detected),..,..,33.84,L0a1a1,"[0.980,0.992]",0.098,0.411,ds.half,S19141.Y1.E1.L1,PASS,..
I19142,I19142,R144,petrous,..,Not published,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_R_lc,"Nubia, Kulubnarti, Cemetery R",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.005,5819,3036,F,n/a (no relatives detected),n/a (female),n/a (female),7.137,L2a1d1,"[0.929,0.980]",0.088,0.051,ds.half,S19142.Y1.E1.L1,QUESTIONABLE,"sexratio=0.051, PC.trends.Euroepan"
I19146,I19146,R183,petrous,..,Not published,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_R_lc,"Nubia, Kulubnarti, Cemetery R",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.013,12286,6774,F,n/a (no relatives detected),n/a (female),n/a (female),19.11,U5b2b5,"[0.948,0.984]",0.079,0.018,ds.half,S19146.Y1.E1.L1,PASS,..
I19137,I19137,R95,petrous,..,Not published,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_R_oWestEurasian,"Nubia, Kulubnarti, Cemetery R",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.026,22651,12395,F,n/a (no relatives detected),n/a (female),n/a (female),42.44,H2a,"[0.951,0.979]",0.062,0.044,ds.half,S19137.Y1.E1.L1,QUESTIONABLE,"sexratio=0.044, PC.trends.European, mtcontam=[0.951,0.979]"
I17449,I17449,Bag 31 (S147),petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.109967,119285,65477,F,"Sudan, Nubia, Kulubnarti Family F (4 members) (I17449-I18507-I18522 are 2nd or 3rd relatives to each other; I18505 is 2nd or 3rd degree relative od I18507 and I18522)",n/a (female),n/a (female),136.8,L2a1d1,"[0.995,1.000]",0.047,0.009447827,ds.half,S17449.Y1.E1.L1,PASS,damage.ds.half=0.047
I17450,I17450,Bag 32 (S51),petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.097877,105825,57893,F,"Sudan, Nubia, Kulubnarti Family A (2 members) (I19015-I17450 are 2nd or 3rd degree relatives)",n/a (female),n/a (female),489.3,U5b2b5,"[0.984,0.996]",0.049,0.012461922,ds.half,S17450.Y1.E1.L1,PASS,damage.ds.half=0.049
I17451,I17451,Bag 33 (S15),petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.021331,24702,13202,F,n/a (no relatives detected),n/a (female),n/a (female),53.45,H2a,"[0.966,0.989]",0.066,0.010869565,ds.half,S17451.Y1.E1.L1,PASS,..
I17473,I17473,Bag 40 (S68b),petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.0418,47121,25655,F,n/a (no relatives detected),n/a (female),n/a (female),10.03,HV13a,"[0.936,0.993]",0.061,0.011695906,ds.half,S17473.Y1.E1.L1,PASS,..
I17477,I17477,Bag 44 (S24) | S24,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,2,0.041322,46378,24311,F,n/a (no relatives detected),n/a (female),n/a (female),383.926429,L5a1b,"[0.975,0.986]",0.104,0.014,"ds.half,ss.half","S17477.Y1.E1.L1,S18523.Y1.E1.L1",PASS,..
I17481,I17481,Bag 48 (S45),petrous,2021,SirakNatureCommunications2021,Context: Date(s) on other individuals from same family (I6336),1075,101,700-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.15886,163775,89806,M,"Sudan, Nubia, Kulubnarti Family B (3 members) (I17481 is a 2nd or 3rd degree relative of I6336 (who is a 2nd or 3rd degree relative of I18525))",..,..,1032,U5b2b5,"[0.983,0.995]",0.04,0.396517214,ds.half,S17481.Y1.E1.L1,PASS,damage.ds.half=0.04
I17482,I17482,Bag 49 (S94b),petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.055681,62500,34360,M,n/a (no relatives detected),..,..,282.6,L1b1a2a,"[0.991,0.997]",0.046,0.386803185,ds.half,S17482.Y1.E1.L1,PASS,damage.ds.half=0.046
I18505,I18505,S106,petrous,..,Not published,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.044423,49249,25321,F,"Sudan, Nubia, Kulubnarti Family F (4 members) (I17449-I18507-I18522 are 2nd or 3rd relatives to each other; I18505 is 2nd or 3rd degree relative od I18507 and I18522)",n/a (female),n/a (female),192.9,L2a1d1,"[0.954,0.972]",0.072,0.039668443,ss.half,S18505.Y1.E1.L1,QUESTIONABLE,"sexratio=0.04, damage.ss.half=0.072, mtcontam=[0.954,0.972]"
I18507,I18507,S114,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.274064,233570,120923,F,"Sudan, Nubia, Kulubnarti Family F (4 members) (I17449-I18507-I18522 are 2nd or 3rd relatives to each other; I18505 is 2nd or 3rd degree relative od I18507 and I18522)",n/a (female),n/a (female),151,U5b2b5,"[0.973,0.990]",0.086,0.015749601,ss.half,S18507.Y1.E1.L1,PASS,damage.ss.half=0.086
I18508,I18508,S115,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.272928,245765,129799,M,n/a (no relatives detected),..,..,807.5,U5b2b5,"[0.990,0.999]",0.053,0.430784663,ss.half,S18508.Y1.E1.L1,PASS,damage.ss.half=0.053
I18510,I18510,S136,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.05476,61271,32419,F,n/a (no relatives detected),n/a (female),n/a (female),251.6,H2a,"[0.978,0.995]",0.059,0.012727273,ss.half,S18510.Y1.E1.L1,PASS,damage.ss.half=0.059
I18511,I18511,S143,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.172845,176056,92868,F,n/a (no relatives detected),n/a (female),n/a (female),125.9,L3f1a1,"[0.966,0.985]",0.041,0.015919564,ss.half,S18511.Y1.E1.L1,PASS,damage.ss.half=0.041
I18514,I18514,S182,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same family (I6255, I6333)",1150,87,650-950 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.090049,96650,49498,M,"Sudan, Nubia, Kulubnarti Family C (3 members) (I6255 is a 2nd or 3rd degree relative of I6333 (who is a 2nd or 3rd degree relative of I18514))",..,..,42.72,H2a,"[0.961,0.986]",0.071,0.432022084,ss.half,S18514.Y1.E1.L1,PASS,damage.ss.half=0.071
I18516,I18516,S199a,petrous,..,Not published,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.015627,17842,9183,M,n/a (no relatives detected),..,..,115.7,L2a1+143+16189  (16192)+@16309,"[0.969,0.984]",0.06,0.385321101,ss.half,S18516.Y1.E1.L1,PASS,damage.ss.half=0.06
I18517,I18517,S2,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.05519,60652,30945,F,n/a (no relatives detected),n/a (female),n/a (female),248.5,N1b1a2,"[0.970,0.990]",0.065,0.016145308,ss.half,S18517.Y1.E1.L1,PASS,damage.ss.half=0.065
I18518,I18518,S201,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.289877,264022,139670,F,n/a (no relatives detected),n/a (female),n/a (female),604.4,L1b1a2,"[0.990,0.997]",0.053,0.013774354,ss.half,S18518.Y1.E1.L1,PASS,damage.ss.half=0.053
I18519,I18519,S208,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,1.21584,573789,305750,F,n/a (no relatives detected),n/a (female),n/a (female),1833,J2a2e,"[0.997,1.000]",0.048,0.011647684,ss.half,S18519.Y1.E1.L1,PASS,damage.ss.half=0.048
I18520,I18520,S217,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.307119,272545,143472,M,n/a (no relatives detected),..,..,142,L2a1d1,"[0.982,0.994]",0.061,0.415918845,ss.half,S18520.Y1.E1.L1,PASS,damage.ss.half=0.061
I18521,I18521,S218,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.43953,355332,188399,F,n/a (no relatives detected),n/a (female),n/a (female),161.2,N1b1a2,"[0.943,0.969]",0.053,0.012493401,ss.half,S18521.Y1.E1.L1,PASS,"damage.ss.half=0.053, mtcontam=[0.943,0.969]"
I18522,I18522,S235,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.313679,280043,148418,F,"Sudan, Nubia, Kulubnarti Family F (4 members) (I17449-I18507-I18522 are 2nd or 3rd relatives to each other; I18505 is 2nd or 3rd degree relative od I18507 and I18522)",n/a (female),n/a (female),597.7,L2a1d1,"[0.977,0.990]",0.045,0.012973151,ss.half,S18522.Y1.E1.L1,PASS,damage.ss.half=0.045
I18525,I18525,S37,petrous,2021,SirakNatureCommunications2021,Context: Date(s) on other individuals from same family (I6336),1075,101,700-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.359462,310834,164376,F,"Sudan, Nubia, Kulubnarti Family B (3 members) (I17481 is a 2nd or 3rd degree relative of I6336 (who is a 2nd or 3rd degree relative of I18525))",n/a (female),n/a (female),860.9,U5b2b5,"[0.985,0.997]",0.057,0.015528172,ss.half,S18525.Y1.E1.L1,PASS,damage.ss.half=0.057
I18536,I18536,S42b,petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.113554,118643,61497,F,n/a (no relatives detected),n/a (female),n/a (female),844.8,N1a1a3,"[0.986,0.998]",0.061,0.018118315,ss.half,S18536.Y1.E1.L1,PASS,damage.ss.half=0.061
I18538,I18538,S53 (S132),petrous,2021,SirakNatureCommunications2021,Context: Date(s) on other individuals from same family (I6324),1150,87,650-950 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.169093,163263,84275,F,"Sudan, Nubia, Kulubnarti Family H (4 members) (I6324-I18509 are sisters; I17478 and I18538 are 2nd or 3rd degree relatives of I6324 and I18509)",n/a (female),n/a (female),321.4,L2a1d1,"[0.987,0.996]",0.06,0.014122078,ss.half,S18538.Y1.E1.L1,PASS,damage.ss.half=0.06
I18540_d,I18540,S78,petrous,..,Not published,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.017174,19196,9583,M,n/a (no relatives detected),..,..,14.776209,L2a1d1,"[0.972,0.993]",0.967,0.412,ss.half,S18540.Y1.E1.L1,PASS,..
I18610,I18610,Bag 59 (S29),petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.258,246712,135571,M,"Sudan, Nubia, Kulubnarti Family E (2 members) (I18610-I18612 are 1st degree relatives)",..,..,518.1,U5b2b5,"[0.961,0.980]",0.042,0.403,ds.half,S18610.Y1.E1.L1,PASS,damage.ds.half=0.042
I6254,I6254,S33,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,999,36,"892-1016 calCE (1090±22 BP, UGAMS-34403)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.293,278165,150314,M,n/a (no relatives detected),..,..,429.519585,L0a1a1,"[0.997,1]",0.041,..,ds.half,S6254.E1.L1,PASS,damage.ds.half=0.041
I6255,I6255,S50,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1138,46,"706-884 calCE (1220±22 BP, UGAMS-34404)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.843,570913,310474,M,n/a (no relatives detected),..,..,940.201521,L0a1a1,"[0.993,0.998]",0.031,..,ds.half,S6255.E1.L1,PASS,damage.ds.half=0.031
I6256,I6256,S68a,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1119,38,"773-887 calCE (1200±22 BP, UGAMS-34405)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.369,336685,182418,F,"Sudan, Nubia, Kulubnarti Family D (2 members) (I17475-I6256 have a sibling relationship)",n/a (female),n/a (female),1064.310037,L2a1d1,"[0.994,0.999]",0.041,..,ds.half,S6256.E1.L1,PASS,damage.ds.half=0.041
I6257,I6257,S81,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1127,40,"710-886 calCE (1210±22 BP, UGAMS-34408)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.293,281058,152151,M,n/a (no relatives detected),..,..,787.776993,L2a1d1,"[0.995,1]",0.039,..,ds.half,S6257.E1.L1,PASS,damage.ds.half=0.039
I6258,I6258,S149,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1177,55,"682-878 calCE (1240±22 BP, UGAMS-34397)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.39,349142,189285,F,n/a (no relatives detected),n/a (female),n/a (female),1841.694067,H2a,"[0.984,0.998]",0.03,..,ds.half,S6258.E1.L1,PASS,damage.ds.half=0.03
I6324,I6324,S133,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1127,40,"710-886 calCE (1210±22 BP, UGAMS-34396)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.640091,504693,272507,F,"Sudan, Nubia, Kulubnarti Family H (4 members) (I6324-I18509 are sisters; I17478 and I18538 are 2nd or 3rd degree relatives of I6324 and I18509)",n/a (female),n/a (female),861,L2a1d1,"[0.999,1.000]",0.023,0.012,ds.half,S6324.E1.L1,PASS,damage.ds.half=0.023
I6325,I6325,S73,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1223,36,"669-820 calCE (1270±22 BP, UGAMS-34406)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.657421,515032,277024,M,n/a (no relatives detected),..,..,577,L2a1d1,"[0.999,1.000]",0.041,0.412,ds.half,S6325.E1.L1,PASS,damage.ds.half=0.041
I6326,I6326,S87,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20; R_combine,1230,26,"676-773 calCE (1272±12 BP) [R_combine: (1260±22 BP, UGAMS-34409); (1250±25 BP, PSUAMS-3908); (1285±15 BP, PSUAMS-4253)]",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,1.502183,719500,389179,F,n/a (no relatives detected),n/a (female),n/a (female),257,L2a1d1,"[0.997,0.999]",0.043,0.014,ds.half,S6326.E1.L1,PASS,damage.ds.half=0.043
I6332,I6332,S159,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1112,39,"772-892 calCE (1190±22 BP, UGAMS-34398)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.891036,610355,329055,M,n/a (no relatives detected),..,..,1070,L2a1d1,"[0.989,0.995]",0.034,0.424,ds.half,S6332.E1.L1,PASS,damage.ds.half=0.034
